customerID,tenure,Contract,PaperlessBilling,PaymentMethod
2506-TNFCO,1,Month-to-month,Yes,Electronic check
9970-QBCDA,6,Month-to-month,No,Credit card (automatic)
8718-PTMEZ,13,Month-to-month,Yes,Electronic check
9496-IVVRP,11,Month-to-month,No,Bank transfer (automatic)
2207-OBZNX,7,Month-to-month,Yes,Mailed check
2657-VPXTA,10,Month-to-month,Yes,Electronic check
6551-VLJMV,34,Two year,No,Credit card (automatic)
1221-GHZEP,62,Two year,Yes,Mailed check
9289-LBQVU,64,One year,Yes,Mailed check
6142-VSJQO,1,Month-to-month,Yes,Bank transfer (automatic)
3458-IDMFK,25,Two year,Yes,Mailed check
6933-FHBZC,26,One year,Yes,Mailed check
0221-NAUXK,10,One year,Yes,Bank transfer (automatic)
9770-KXGQU,53,One year,No,Mailed check
6437-UKHMV,7,Month-to-month,Yes,Electronic check
6538-POCHL,33,Month-to-month,Yes,Credit card (automatic)
6726-NNFWD,71,Two year,No,Credit card (automatic)
3002-WQZWT,29,Month-to-month,Yes,Electronic check
4277-UDIEF,24,Month-to-month,No,Bank transfer (automatic)
1208-NBVFH,20,Month-to-month,Yes,Electronic check
4912-PIGUY,1,Month-to-month,Yes,Electronic check
1114-CENIM,54,Month-to-month,Yes,Credit card (automatic)
6060-DRTNL,5,Month-to-month,Yes,Mailed check
2725-TTRIQ,72,Two year,Yes,Bank transfer (automatic)
3374-TTZTK,52,Two year,Yes,Electronic check
8990-ZXLSU,9,Month-to-month,No,Electronic check
2275-RBYQS,1,Month-to-month,Yes,Mailed check
8473-VUVJN,1,Month-to-month,Yes,Electronic check
6289-CPNLD,33,One year,Yes,Mailed check
5536-SLHPM,55,Month-to-month,Yes,Electronic check
4419-UJMUS,69,Two year,Yes,Electronic check
7794-JASDG,1,Month-to-month,Yes,Mailed check
7609-YBPXG,54,Two year,No,Bank transfer (automatic)
5519-TEEUH,33,One year,Yes,Mailed check
7856-GANIL,45,One year,Yes,Bank transfer (automatic)
0804-XBFBV,11,Month-to-month,No,Electronic check
2676-OXPPQ,6,Month-to-month,Yes,Bank transfer (automatic)
3703-TTEPD,21,Month-to-month,No,Bank transfer (automatic)
2799-TSLAG,65,Two year,Yes,Bank transfer (automatic)
0196-VULGZ,6,Month-to-month,Yes,Electronic check
8837-VVWLQ,8,Month-to-month,No,Electronic check
2696-NARTR,11,Month-to-month,Yes,Electronic check
2208-NKVVH,43,Two year,No,Mailed check
7614-QVWQL,49,One year,Yes,Bank transfer (automatic)
1976-CFOCS,1,Month-to-month,No,Electronic check
4631-OACRM,15,Month-to-month,Yes,Electronic check
7139-JZFVG,60,Two year,No,Bank transfer (automatic)
4987-GQWPO,17,Month-to-month,No,Credit card (automatic)
3755-JBMNH,16,Month-to-month,Yes,Bank transfer (automatic)
1757-TCATG,35,One year,No,Bank transfer (automatic)
6345-ULYRW,44,One year,No,Mailed check
4776-XSKYQ,12,One year,No,Credit card (automatic)
8048-DSDFQ,1,Month-to-month,No,Mailed check
5753-QQWPW,28,One year,Yes,Electronic check
6010-DDPPW,70,Two year,No,Bank transfer (automatic)
1809-DMJHQ,5,Month-to-month,No,Mailed check
6693-FRIRW,18,Month-to-month,No,Credit card (automatic)
6586-MYGKD,70,Two year,Yes,Credit card (automatic)
3173-NVMPX,9,Month-to-month,Yes,Mailed check
0248-PGHBZ,67,Two year,Yes,Bank transfer (automatic)
0623-GDISB,1,Month-to-month,Yes,Bank transfer (automatic)
2892-GESUL,18,Two year,No,Mailed check
6923-EFPNL,4,Month-to-month,No,Credit card (automatic)
7472-EQOAV,71,One year,Yes,Bank transfer (automatic)
9574-RKJIF,30,Month-to-month,Yes,Electronic check
2043-WVTQJ,1,Month-to-month,No,Mailed check
8034-RYTVV,55,One year,Yes,Credit card (automatic)
3863-QSTYI,59,Month-to-month,Yes,Electronic check
2619-WFQWU,1,Month-to-month,Yes,Mailed check
5044-LRQAQ,7,Month-to-month,Yes,Bank transfer (automatic)
1716-LSAMB,45,Two year,No,Bank transfer (automatic)
1333-PBMXB,54,One year,Yes,Bank transfer (automatic)
6546-OPBBH,51,One year,Yes,Mailed check
5985-BEHZK,72,One year,No,Credit card (automatic)
9127-QRZMH,44,One year,Yes,Bank transfer (automatic)
5919-VCZYM,2,Month-to-month,No,Mailed check
9644-KVCNC,66,One year,Yes,Bank transfer (automatic)
2137-DQMEV,68,One year,No,Mailed check
8174-LNWMW,31,Two year,No,Credit card (automatic)
9279-CJEOJ,21,Month-to-month,Yes,Bank transfer (automatic)
7964-VEXDG,21,Month-to-month,No,Electronic check
2404-JIBFC,55,Two year,Yes,Bank transfer (automatic)
0778-NELLA,9,Month-to-month,Yes,Credit card (automatic)
8029-XYPWT,71,Two year,Yes,Bank transfer (automatic)
4614-NUVZD,1,Month-to-month,Yes,Electronic check
4632-PAOYU,22,One year,No,Mailed check
3803-KMQFW,1,Month-to-month,No,Mailed check
6804-GDMOI,61,Two year,Yes,Electronic check
2990-OGYTD,67,Two year,No,Bank transfer (automatic)
6646-JPPHA,14,Month-to-month,No,Electronic check
9572-MTILT,59,Month-to-month,Yes,Electronic check
7658-UYUQS,21,Month-to-month,No,Bank transfer (automatic)
7880-XSOJX,4,Month-to-month,No,Mailed check
9611-CTWIH,3,Month-to-month,Yes,Electronic check
4589-IUAJB,70,Two year,No,Bank transfer (automatic)
0329-GTIAJ,3,Month-to-month,Yes,Electronic check
8746-BFOAJ,21,One year,No,Bank transfer (automatic)
8457-XIGKN,20,Month-to-month,Yes,Credit card (automatic)
6072-NUQCB,22,One year,No,Bank transfer (automatic)
6629-CZTTH,1,Month-to-month,Yes,Mailed check
8838-GPHZP,63,Two year,Yes,Mailed check
8750-QWZAJ,70,Two year,No,Bank transfer (automatic)
5364-EVNIB,13,Month-to-month,Yes,Electronic check
6918-UMQCG,5,Month-to-month,No,Electronic check
0675-NCDYU,72,Two year,Yes,Credit card (automatic)
6339-DKLMK,13,Month-to-month,Yes,Electronic check
1346-PJWTK,61,Month-to-month,No,Credit card (automatic)
5088-QZLRL,1,Month-to-month,No,Electronic check
8023-QHAIO,56,Month-to-month,Yes,Bank transfer (automatic)
4397-FRLTA,4,Month-to-month,No,Mailed check
3057-VJJQE,35,Two year,No,Mailed check
5087-SUURX,18,Month-to-month,Yes,Electronic check
2302-OUZXB,72,Two year,No,Bank transfer (automatic)
8133-ANHHJ,49,One year,No,Bank transfer (automatic)
2270-CHBFN,44,Month-to-month,Yes,Credit card (automatic)
0013-EXCHZ,3,Month-to-month,Yes,Mailed check
5982-FPVQN,37,Month-to-month,Yes,Electronic check
9107-UKCKY,61,One year,Yes,Electronic check
4654-ULTTN,70,Two year,Yes,Credit card (automatic)
5550-VFRLC,1,Month-to-month,Yes,Electronic check
5546-BYZSM,41,Month-to-month,No,Electronic check
1492-KGETH,70,One year,No,Bank transfer (automatic)
4929-BSTRX,1,Month-to-month,Yes,Mailed check
4163-HFTUK,51,One year,No,Electronic check
8215-NGSPE,42,Two year,No,Mailed check
2225-ZRGSG,70,Two year,No,Bank transfer (automatic)
8859-YSTWS,48,One year,No,Bank transfer (automatic)
5271-YNWVR,68,Two year,Yes,Electronic check
7601-DHFWZ,48,Two year,No,Credit card (automatic)
2657-ALMWY,26,Month-to-month,No,Electronic check
6330-JKLPC,11,Month-to-month,Yes,Bank transfer (automatic)
4667-OHGKG,1,Month-to-month,Yes,Mailed check
1998-VHJHK,27,One year,No,Mailed check
1707-HABPF,46,One year,Yes,Bank transfer (automatic)
1660-HSOOQ,1,Month-to-month,Yes,Mailed check
7253-UVNDW,46,Two year,No,Credit card (automatic)
0487-VVUVK,25,Month-to-month,Yes,Mailed check
7228-OMTPN,4,Month-to-month,Yes,Electronic check
5063-IUOKK,13,Two year,No,Mailed check
4508-OEBEY,31,One year,Yes,Credit card (automatic)
0027-KWYKW,23,Month-to-month,Yes,Electronic check
2308-STERM,2,Month-to-month,No,Mailed check
5982-XMDEX,65,Two year,No,Bank transfer (automatic)
6284-AHOOQ,22,Month-to-month,Yes,Bank transfer (automatic)
6051-PTVNS,55,One year,No,Credit card (automatic)
2344-JMOGN,9,Month-to-month,Yes,Mailed check
3799-ISUZQ,7,Month-to-month,Yes,Bank transfer (automatic)
2877-VDUER,35,One year,No,Mailed check
9152-AMKAK,6,Two year,Yes,Mailed check
1794-HBQTJ,1,Month-to-month,Yes,Credit card (automatic)
9432-VOFYX,17,Month-to-month,Yes,Electronic check
8049-WJCLQ,10,Month-to-month,No,Mailed check
6586-PSJOX,15,One year,No,Credit card (automatic)
2460-FPSYH,40,Month-to-month,Yes,Electronic check
9705-ZJBCG,13,One year,No,Bank transfer (automatic)
4818-DRBQT,29,Month-to-month,Yes,Bank transfer (automatic)
1320-HTRDR,3,Month-to-month,Yes,Electronic check
6847-KJLTS,58,Month-to-month,Yes,Bank transfer (automatic)
9670-BPNXF,45,One year,Yes,Credit card (automatic)
3913-FCUUW,72,Two year,Yes,Bank transfer (automatic)
3301-VKTGC,68,One year,Yes,Bank transfer (automatic)
1493-AMTIE,1,Month-to-month,Yes,Bank transfer (automatic)
9555-SAHUZ,38,Month-to-month,No,Electronic check
0816-TSPHQ,2,Month-to-month,No,Mailed check
9932-WBWIK,11,Month-to-month,No,Mailed check
4619-EVPHY,20,One year,Yes,Bank transfer (automatic)
5286-YHCVC,72,Two year,Yes,Bank transfer (automatic)
6424-ELEYH,3,Month-to-month,Yes,Credit card (automatic)
4391-RESHN,23,Month-to-month,Yes,Mailed check
9115-YQHGA,40,Month-to-month,Yes,Electronic check
4462-CYWMH,62,Month-to-month,Yes,Bank transfer (automatic)
8963-MQVYN,22,Month-to-month,Yes,Electronic check
2458-EOMRE,11,Month-to-month,No,Bank transfer (automatic)
9334-GWGOW,7,Month-to-month,Yes,Electronic check
6821-BUXUX,13,Month-to-month,Yes,Electronic check
5028-HTLJB,1,Month-to-month,No,Mailed check
9801-GDWGV,39,Month-to-month,Yes,Electronic check
6542-LWGXJ,3,Month-to-month,No,Mailed check
5567-GZKQY,58,Two year,No,Credit card (automatic)
1222-LRYKO,6,Month-to-month,No,Mailed check
2320-JRSDE,1,Month-to-month,Yes,Electronic check
2087-QAREY,22,Month-to-month,Yes,Mailed check
0601-WZHJF,14,Month-to-month,No,Electronic check
4423-JWZJN,64,One year,No,Credit card (automatic)
5143-WMWOG,1,Month-to-month,No,Electronic check
6490-FGZAT,6,Month-to-month,No,Mailed check
5393-RXQSZ,1,Month-to-month,No,Electronic check
7452-FOLON,39,One year,No,Bank transfer (automatic)
2320-TZRRH,20,One year,No,Mailed check
0231-LXVAP,1,Month-to-month,Yes,Electronic check
9444-JTXHZ,1,Month-to-month,No,Electronic check
4942-VZZOM,64,One year,Yes,Credit card (automatic)
5510-BOIUJ,1,Month-to-month,No,Mailed check
7502-BNYGS,46,Month-to-month,Yes,Credit card (automatic)
4291-HYEBC,28,One year,Yes,Electronic check
6147-CBCRA,33,Month-to-month,No,Mailed check
6047-SUHPR,39,One year,No,Electronic check
4471-KXAUH,42,Month-to-month,Yes,Electronic check
9752-ZNQUT,1,Month-to-month,Yes,Electronic check
7638-QVMVY,7,Month-to-month,Yes,Electronic check
1576-PFZIW,70,Two year,No,Credit card (automatic)
5666-MBJPT,65,Two year,Yes,Bank transfer (automatic)
7312-XSBAT,1,Month-to-month,No,Electronic check
3096-GKWEB,18,Month-to-month,Yes,Electronic check
2371-JQHZZ,24,Month-to-month,Yes,Electronic check
0674-GCDXG,63,Two year,Yes,Bank transfer (automatic)
1121-QSIVB,44,One year,Yes,Mailed check
4396-KLSEH,4,Month-to-month,Yes,Electronic check
3244-DCJWY,1,Month-to-month,Yes,Electronic check
2824-MYYBN,37,Month-to-month,Yes,Electronic check
0875-CABNR,10,Month-to-month,Yes,Credit card (automatic)
6345-HOVES,34,Month-to-month,Yes,Bank transfer (automatic)
8318-LCNBW,35,One year,No,Credit card (automatic)
6469-QJKZW,4,Month-to-month,No,Electronic check
0147-ESWWR,39,Month-to-month,Yes,Electronic check
1217-VASWC,43,One year,Yes,Bank transfer (automatic)
7812-FZHPE,17,Month-to-month,No,Mailed check
6370-ZVHDV,61,Two year,No,Bank transfer (automatic)
5915-DGNVC,49,One year,No,Electronic check
6260-XLACS,4,One year,No,Mailed check
3566-CAAYU,64,Two year,No,Electronic check
4983-CCWMC,3,Month-to-month,Yes,Mailed check
9103-CXVOK,1,Month-to-month,No,Electronic check
2896-TBNBE,40,One year,No,Electronic check
4797-AXPXK,1,Month-to-month,Yes,Electronic check
5229-PRWKT,8,Month-to-month,Yes,Electronic check
6982-UQZLY,1,Month-to-month,Yes,Mailed check
2522-WLNSF,34,One year,No,Bank transfer (automatic)
3841-CONLJ,1,Month-to-month,No,Electronic check
5057-LCOUI,39,Month-to-month,Yes,Electronic check
0193-ESZXP,58,One year,Yes,Credit card (automatic)
4475-NVTLU,45,Two year,No,Electronic check
4369-HTUIF,6,Month-to-month,Yes,Bank transfer (automatic)
9386-LDCZR,43,One year,Yes,Credit card (automatic)
9585-KKMFD,41,Two year,Yes,Mailed check
5399-ZIMKF,5,Month-to-month,Yes,Electronic check
0336-KXKFK,72,Two year,Yes,Credit card (automatic)
5619-XZZKR,4,One year,No,Mailed check
3948-FVVRP,9,Month-to-month,No,Mailed check
5327-XOKKY,72,Two year,Yes,Credit card (automatic)
0983-TATYJ,33,One year,Yes,Mailed check
1813-JYWTO,72,Two year,No,Bank transfer (automatic)
0156-FVPTA,22,Month-to-month,Yes,Electronic check
1984-FCOWB,70,One year,Yes,Electronic check
0654-HMSHN,21,Month-to-month,No,Electronic check
6719-OXYBR,15,Month-to-month,No,Electronic check
3312-ZWLGF,29,Month-to-month,Yes,Electronic check
6476-YHMGA,15,Month-to-month,No,Bank transfer (automatic)
5287-QWLKY,71,Month-to-month,Yes,Credit card (automatic)
0795-XCCTE,72,Two year,No,Bank transfer (automatic)
0168-XZKBB,19,Month-to-month,Yes,Electronic check
3785-NRHYR,1,Month-to-month,No,Mailed check
5196-SGOAK,1,Month-to-month,Yes,Electronic check
4537-DKTAL,2,Month-to-month,No,Electronic check
7072-MBHEV,11,Month-to-month,Yes,Credit card (automatic)
5602-BVFMK,12,One year,No,Mailed check
6297-NOOPG,70,Two year,Yes,Electronic check
1891-UAWWU,20,Month-to-month,No,Electronic check
8204-TIFGJ,23,Month-to-month,Yes,Bank transfer (automatic)
8050-DVOJX,49,Two year,No,Credit card (automatic)
6108-OQZDQ,4,Month-to-month,Yes,Electronic check
0363-QJVFX,32,Month-to-month,Yes,Credit card (automatic)
8903-XEBGX,2,Month-to-month,Yes,Electronic check
8169-SAEJD,69,Two year,No,Credit card (automatic)
9840-DVNDC,6,Month-to-month,Yes,Credit card (automatic)
1089-XZWHH,24,Two year,Yes,Mailed check
2325-WINES,32,One year,Yes,Credit card (automatic)
6064-ZATLR,27,Two year,No,Bank transfer (automatic)
3096-JRDSO,27,Month-to-month,Yes,Bank transfer (automatic)
7824-PANSQ,58,Month-to-month,No,Bank transfer (automatic)
8042-JVNFH,1,Month-to-month,Yes,Mailed check
9648-BCHKM,18,Two year,Yes,Credit card (automatic)
2888-ADFAO,47,Two year,Yes,Bank transfer (automatic)
8707-HOEDG,70,Two year,Yes,Electronic check
3374-LXDEV,13,Month-to-month,No,Electronic check
4072-IPYLT,36,Month-to-month,No,Credit card (automatic)
7167-PCEYD,67,Two year,Yes,Mailed check
4936-YPJNK,10,Month-to-month,Yes,Mailed check
1580-BMCMR,19,Month-to-month,Yes,Electronic check
4817-KEQSP,71,Two year,No,Bank transfer (automatic)
6408-WHTEF,72,Two year,Yes,Mailed check
9251-AWQGT,48,Two year,No,Mailed check
8749-CLJXC,1,Month-to-month,No,Mailed check
7989-VCQOH,18,Month-to-month,No,Electronic check
5049-GLYVG,1,Month-to-month,No,Mailed check
4199-QHJNM,67,Two year,No,Bank transfer (automatic)
8882-TLVRW,69,Two year,No,Mailed check
5883-GTGVD,19,Month-to-month,Yes,Electronic check
5135-GRQJV,72,Two year,Yes,Mailed check
2384-OVPSA,38,Two year,No,Mailed check
1371-WEPDS,40,One year,No,Electronic check
3580-GICBM,61,Two year,Yes,Mailed check
4817-QRJSX,10,Month-to-month,Yes,Credit card (automatic)
9730-DRTMJ,32,One year,Yes,Credit card (automatic)
4686-UXDML,21,Month-to-month,Yes,Credit card (automatic)
3349-ANQNH,59,One year,Yes,Electronic check
2398-YPMUR,13,Month-to-month,Yes,Electronic check
0932-YIXYU,47,Two year,No,Credit card (automatic)
7480-SPLEF,69,Two year,Yes,Bank transfer (automatic)
7636-XUHWW,2,Month-to-month,Yes,Credit card (automatic)
1431-CYWMH,22,Month-to-month,No,Bank transfer (automatic)
5937-EORGB,15,Month-to-month,Yes,Electronic check
6349-JDHQP,53,Two year,No,Credit card (automatic)
5539-HIVAK,28,Month-to-month,No,Mailed check
5847-MXBEO,22,One year,No,Mailed check
9985-MWVIX,1,Month-to-month,Yes,Mailed check
4583-PARNH,16,Month-to-month,Yes,Electronic check
1116-FRYVH,48,Two year,No,Mailed check
1421-HCERK,30,Month-to-month,Yes,Bank transfer (automatic)
9633-XQABV,3,Month-to-month,Yes,Electronic check
0716-BQNDX,57,Two year,No,Electronic check
1265-XTECC,68,One year,Yes,Credit card (automatic)
1183-CANVH,23,One year,No,Bank transfer (automatic)
1972-XMUWV,65,Two year,Yes,Credit card (automatic)
8679-LZBMD,44,One year,Yes,Bank transfer (automatic)
3407-JMJQQ,71,Two year,Yes,Bank transfer (automatic)
6252-DFGTK,37,One year,No,Credit card (automatic)
1539-LNKHM,12,Month-to-month,No,Mailed check
8645-KOMJQ,69,Two year,Yes,Bank transfer (automatic)
0289-IVARM,35,Month-to-month,No,Electronic check
9761-XUJWD,5,Month-to-month,Yes,Bank transfer (automatic)
4057-FKCZK,58,Two year,No,Bank transfer (automatic)
4291-TPNFG,72,Two year,Yes,Bank transfer (automatic)
6087-YPWHO,72,Two year,No,Mailed check
3090-QFUVD,1,Month-to-month,No,Credit card (automatic)
2237-ZFSMY,39,One year,Yes,Electronic check
1722-LDZJS,53,One year,No,Credit card (automatic)
1818-ESQMW,27,Month-to-month,Yes,Electronic check
4871-JTKJF,1,Month-to-month,Yes,Electronic check
1415-YFWLT,1,Month-to-month,Yes,Electronic check
7401-RUBNK,18,Month-to-month,No,Electronic check
0506-YLVKJ,46,Two year,Yes,Mailed check
8661-BOYNW,72,Two year,Yes,Credit card (automatic)
6711-VTNRE,36,Month-to-month,Yes,Electronic check
4815-GBTCD,4,Month-to-month,Yes,Electronic check
2805-AUFQN,25,Two year,No,Credit card (automatic)
0980-PVMRC,40,Month-to-month,Yes,Electronic check
7233-DRTRF,63,Month-to-month,Yes,Electronic check
3500-RMZLT,15,Month-to-month,Yes,Mailed check
3873-NFTGI,14,Month-to-month,Yes,Credit card (automatic)
1162-ECVII,72,Two year,Yes,Bank transfer (automatic)
7048-GXDAY,39,Month-to-month,Yes,Electronic check
8571-ZCMCX,47,Two year,Yes,Credit card (automatic)
1169-WCVAK,19,Month-to-month,Yes,Credit card (automatic)
4548-SDBKE,5,Month-to-month,Yes,Electronic check
8066-POXGX,13,Month-to-month,Yes,Electronic check
7129-CAKJW,17,Month-to-month,No,Bank transfer (automatic)
8695-ARGXZ,34,Month-to-month,Yes,Electronic check
3570-YUEKJ,42,Month-to-month,Yes,Electronic check
4143-OOBWZ,5,Month-to-month,Yes,Electronic check
1555-HAPSU,71,Two year,No,Credit card (automatic)
1697-NVVGY,19,Month-to-month,No,Bank transfer (automatic)
7854-EKTJL,2,Month-to-month,Yes,Electronic check
8464-EETCQ,57,Two year,No,Credit card (automatic)
2419-FSORS,72,Two year,Yes,Electronic check
8132-YPVBX,6,Month-to-month,Yes,Mailed check
9102-IAYHT,17,Month-to-month,Yes,Electronic check
6754-LZUKA,61,Two year,No,Bank transfer (automatic)
3422-LYEPQ,1,Month-to-month,Yes,Electronic check
8099-MZPUJ,48,Two year,No,Credit card (automatic)
0787-LHDYT,16,Month-to-month,Yes,Credit card (automatic)
2642-DTVCO,9,Month-to-month,Yes,Electronic check
0374-IOEGQ,3,Month-to-month,No,Electronic check
4361-JEIVL,1,Month-to-month,Yes,Electronic check
3197-NNYNB,65,Two year,No,Credit card (automatic)
3396-DKDEL,70,Two year,Yes,Credit card (automatic)
1752-OZXFY,60,One year,Yes,Mailed check
9066-QRSDU,69,One year,Yes,Electronic check
9112-WSNPU,35,Month-to-month,No,Electronic check
9867-NNXLC,22,Month-to-month,Yes,Mailed check
5321-NTRKC,66,Two year,No,Bank transfer (automatic)
1363-TXLSL,1,Month-to-month,Yes,Electronic check
9507-EXLTT,1,Month-to-month,Yes,Bank transfer (automatic)
3161-GETRM,34,Month-to-month,Yes,Credit card (automatic)
0402-OAMEN,72,Two year,No,Bank transfer (automatic)
6933-VLYFX,31,One year,No,Electronic check
6754-WKSHP,30,One year,No,Bank transfer (automatic)
9846-GKXAS,9,Month-to-month,Yes,Bank transfer (automatic)
6017-PPLPX,20,Month-to-month,Yes,Electronic check
4976-LNFVV,19,Month-to-month,Yes,Credit card (automatic)
5055-MGMGF,65,Month-to-month,Yes,Electronic check
4641-FROLU,30,Two year,No,Mailed check
2862-JVEOY,6,One year,No,Mailed check
2969-QWUBZ,2,Month-to-month,No,Electronic check
9822-BIIGN,53,Month-to-month,No,Electronic check
2077-MPJQO,7,Month-to-month,Yes,Electronic check
1534-OULXE,61,One year,Yes,Bank transfer (automatic)
7136-RVDTZ,70,One year,Yes,Electronic check
2971-SGAFL,13,Month-to-month,Yes,Electronic check
1480-IVEVR,35,One year,Yes,Bank transfer (automatic)
2905-KFQUV,2,Month-to-month,Yes,Credit card (automatic)
4581-SSPWD,3,Month-to-month,Yes,Electronic check
3370-HXOPH,3,Month-to-month,No,Electronic check
9391-YZEJW,62,One year,Yes,Bank transfer (automatic)
9958-MEKUC,72,Two year,No,Credit card (automatic)
0281-CNTZX,63,Two year,Yes,Bank transfer (automatic)
6927-WTFIV,20,Month-to-month,No,Credit card (automatic)
4118-CEVPF,35,One year,Yes,Bank transfer (automatic)
3398-ZOUAA,21,Month-to-month,Yes,Electronic check
9114-VEPUF,62,One year,No,Electronic check
7876-BEUTG,15,Month-to-month,Yes,Mailed check
2338-BQEZT,55,Month-to-month,Yes,Credit card (automatic)
9873-MNDKV,11,Month-to-month,Yes,Mailed check
0378-NHQXU,17,Month-to-month,No,Electronic check
8241-JUIQO,61,One year,No,Bank transfer (automatic)
2194-IIQOF,71,Two year,No,Credit card (automatic)
4512-ZUIYL,2,Month-to-month,No,Bank transfer (automatic)
9631-RXVJM,35,Two year,No,Mailed check
9584-EXCDZ,17,Month-to-month,No,Bank transfer (automatic)
7969-AULMZ,21,Month-to-month,Yes,Electronic check
5093-FEGLU,47,Two year,No,Bank transfer (automatic)
2621-UDNLU,3,Month-to-month,No,Mailed check
7526-IVLYU,3,Month-to-month,Yes,Mailed check
2428-HYUNX,44,Two year,Yes,Credit card (automatic)
9214-EKVXR,1,Month-to-month,Yes,Mailed check
3410-MHHUM,44,One year,No,Electronic check
0568-ONFPC,5,Month-to-month,Yes,Bank transfer (automatic)
0733-VUNUW,24,Month-to-month,Yes,Bank transfer (automatic)
4550-EVXNY,1,Month-to-month,Yes,Electronic check
2122-YWVYA,18,Month-to-month,Yes,Electronic check
2968-SSGAA,10,Month-to-month,Yes,Electronic check
2296-DKZFP,65,Two year,No,Bank transfer (automatic)
4844-JJWUY,1,Month-to-month,Yes,Electronic check
6777-TGHTM,53,One year,Yes,Credit card (automatic)
8909-BOLNL,3,One year,No,Mailed check
6603-YRDCJ,33,Two year,Yes,Mailed check
3538-WZPHD,3,Month-to-month,Yes,Electronic check
3229-USWAR,34,One year,Yes,Bank transfer (automatic)
2138-VFAPZ,14,Two year,Yes,Mailed check
6131-JLWZM,13,Month-to-month,Yes,Mailed check
4785-QRJHC,46,One year,Yes,Bank transfer (automatic)
0269-XFESX,23,One year,No,Mailed check
1709-EJDOX,47,Two year,No,Mailed check
4316-XCSLJ,17,Month-to-month,Yes,Mailed check
8610-WFCJF,49,Month-to-month,Yes,Electronic check
9693-XMUOB,59,Month-to-month,Yes,Electronic check
0383-CLDDA,69,Two year,Yes,Credit card (automatic)
4905-JEFDW,11,One year,Yes,Electronic check
2709-UQGNP,10,Month-to-month,Yes,Mailed check
3549-ZTMNH,12,Two year,Yes,Bank transfer (automatic)
7881-INRLC,45,Month-to-month,Yes,Credit card (automatic)
8033-ATFAS,39,Month-to-month,Yes,Mailed check
1635-NZATJ,71,Two year,No,Credit card (automatic)
0562-HKHML,71,Two year,No,Credit card (automatic)
8277-RVRSV,33,One year,No,Credit card (automatic)
9943-VSZUV,67,Month-to-month,Yes,Mailed check
0117-LFRMW,37,Month-to-month,No,Bank transfer (automatic)
6172-FECYY,49,Month-to-month,No,Electronic check
7054-ENNGU,9,Month-to-month,No,Mailed check
1455-HFBXA,52,Two year,Yes,Credit card (automatic)
9402-CXWPL,70,One year,No,Electronic check
1628-BIZYP,1,Month-to-month,Yes,Electronic check
1965-AKTSX,14,Month-to-month,Yes,Electronic check
0082-LDZUE,1,Month-to-month,Yes,Mailed check
4786-UKSNZ,1,Month-to-month,No,Mailed check
5343-SGUBI,52,One year,Yes,Mailed check
0856-NAOES,6,Month-to-month,No,Mailed check
1976-AZZPJ,7,Month-to-month,No,Mailed check
7248-VZQLC,47,Month-to-month,Yes,Bank transfer (automatic)
6156-UZDLF,26,One year,Yes,Credit card (automatic)
3099-OONVS,25,Month-to-month,No,Electronic check
9500-WBGRP,69,Two year,Yes,Mailed check
5183-KLYEM,72,Two year,Yes,Credit card (automatic)
5144-PQCDZ,4,Month-to-month,Yes,Mailed check
8514-VZHEB,59,Two year,No,Mailed check
6625-IUTTT,67,Two year,No,Bank transfer (automatic)
9355-NPPFS,26,Month-to-month,Yes,Electronic check
0068-FIGTF,27,One year,No,Mailed check
5965-GGPRW,72,Two year,No,Bank transfer (automatic)
8035-PWSEV,6,Month-to-month,Yes,Electronic check
2236-HILPA,62,Two year,No,Credit card (automatic)
1840-BIUOG,20,One year,Yes,Electronic check
1356-MKYSK,6,Month-to-month,No,Credit card (automatic)
6080-LNESI,51,Two year,No,Mailed check
1830-IPXVJ,61,Two year,No,Credit card (automatic)
5828-DWPIL,62,Month-to-month,Yes,Electronic check
8398-TBIYD,72,Two year,Yes,Bank transfer (automatic)
0011-IGKFF,13,Month-to-month,Yes,Electronic check
4192-GORJT,5,Month-to-month,Yes,Electronic check
6496-SLWHQ,3,Month-to-month,Yes,Electronic check
9912-GVSEQ,26,Month-to-month,Yes,Electronic check
2931-FSOHN,13,Month-to-month,Yes,Electronic check
9418-RUKPH,38,Two year,Yes,Mailed check
5383-MMTWC,8,Month-to-month,Yes,Electronic check
9971-ZWPBF,34,Month-to-month,Yes,Electronic check
4712-AUQZO,18,Month-to-month,No,Mailed check
9711-FJTBX,56,One year,Yes,Mailed check
2908-ZTPNF,36,Month-to-month,Yes,Bank transfer (automatic)
7240-ETPTR,9,Month-to-month,Yes,Electronic check
2202-CUYXZ,1,Month-to-month,Yes,Electronic check
5995-OIGLP,12,Month-to-month,No,Mailed check
8421-WZOOW,57,Month-to-month,Yes,Credit card (automatic)
6261-RCVNS,42,One year,No,Credit card (automatic)
7951-QKZPL,33,Two year,Yes,Mailed check
1414-YADCW,70,Two year,No,Bank transfer (automatic)
8756-RDDLT,68,Month-to-month,No,Electronic check
2862-PFNIK,1,Month-to-month,Yes,Electronic check
5816-QVHRX,37,Month-to-month,No,Credit card (automatic)
4430-YHXGG,4,Month-to-month,Yes,Mailed check
6888-SBYAI,1,Month-to-month,Yes,Mailed check
7395-XWZOY,20,Month-to-month,Yes,Credit card (automatic)
